OLD_CODE;NEW_CODE
atam-ml15-b15-rb;pnevmaticheskaya-vintovka-bull-pap-ataman-ml-15-5-5-mm-buk
atam-ml15-b16-rb;pnevmaticheskaya-vintovka-bull-pap-ataman-ml-15-6-35-mm-buk
c-2100-b;crosman-2100-b-pritsel-3-7x20
ed-mo-r3m;pnevmaticheskaya-vintovka-edgun-morana-r3m-6-35-mm
h-g-3;hatsan_galatian_3
h-g-4;pnevmaticheskaya-vintovka-hatsan-galatian-4
tss-for-co-lt;tss-fortune-co-ltd-mod-v1-3-vint-4-5mm-der-
glet-ngt-r-bl;pnevmaticheskiy-pistolet-gletcher-ngt-r-black
glet-ngt-r-sil;pnevmaticheskiy-pistolet-gletcher-ngt-r-silver
bor-z122;pnevmaticheskiy-pistolet-borner-z122
stal-sppk;pistolet-pnevmoticheskiy-stalker-sppk-analog-walther-ppk-s-
stal-s17g;pistolet-pnevmoticheskiy-stalker-s17g-analog-glock17-
stal-s92;pistolet-pnevmoticheskiy-stalker-s92-analog-beretta-92-
stal-stt;pistolet-pnevmoticheskiy-stalker-stt-analog-tt-
stal-s-1911-g;pistolet-pnevmoticheskiy-stalker-s1911g-analog-colt-1911-
stal-s84;pistolet-pnevmoticheskiy-stalker-s84-analog-beretta-84-
stal-s-1911-rd;pistolet-pnevmoticheskiy-stalker-s1911rd-analog-colt-1911
stal-s-1911-t;pistolet-pnevmoticheskiy-stalker-s1911t-analog-colt-1911-
stal-s92-pl;pistolet-pnevmoticheskiy-stalker-s92pl-analog-beretta-92-
manok-na-gusya-1;manok-na-gusya
mp-512-44-mur;pnevmaticheskaya-vintovka-mp-512-44-murena
asg-dan-8-sil;pnevmaticheskiy-revolver-asg-dan-wesson-8-silver
um-tdp-45;pnevmaticheskiy-pistolet-umarex-tdp-45
asg-czp-09-d-p;pnevmaticheskiy-pistolet-asg-cz-p-09-duty-pulevoy
mr-654k-28-pm;pnevmaticheskiy-pistolet-mr-654k-28-makarov-pm
mr-651-09-k;pnevmaticheskiy-pistolet-mr-651-09-kornet
mr-661-ks-00;pistolet-izhevsk-mr-661-ks-00-drozd
mr-654k-pmm;pnevmaticheskiy-pistolet-mr-654k-pmm
mp-657-bay;pnevmaticheskiy-pistolet-mp-657-baykal
bor-clt-125;pnevmaticheskiy-pistolet-borner-clt125
glet-sw-r8-sil;pnevmaticheskiy-pistolet-gletcher-sw-r8-silver
glet-glst-51-aps;pnevmaticheskiy-pistolet-gletcher-glst51-blowback-aps
glet-clt-b25-sil;pnevmaticheskiy-revolver-gletcher-clt-b25-silver
glet-glsn-51-aps;pnevmaticheskiy-pistolet-gletcher-glsn51-aps
asg-bp9-17300;pistolet-pnevmaticheskiy-asg-bersa-bp9cc-17300-
asg-sp-01-shad;pistolet-pnevmaticheskiy-asg-cz-sp-01-shadow-
asg-cz-75-blow;pistolet-pnevmaticheskiy-asg-cz-75-blowback-
asg-wess-8-gr;pistolet-pnevmaticheskiy-asg-dan-wesson-8-grey
atam-h115-rb;pnevmaticheskaya-vintovka-ataman-carbine-m2r-h115-rb-5-5
atam-h116-rb;pnevmaticheskaya-vintovka-ataman-carbine-m2r-h116-rb-6-35
atam-214-rb;pnevmaticheskaya-vintovka-ataman-tactical-carbine-type-1-m2r-214-rb-4-5
atam-224-rb;pnevmaticheskaya-vintovka-ataman-tactical-carbine-type-1-m2r-224-rb-4-5
atam-226-rb;pnevmaticheskaya-vintovka-ataman-tactical-carbine-type-1-m2r-226-rb-6-35
atam-266-rb;pnevmaticheskaya-vintovka-ataman-tactical-carbine-type-1-m2r-266-rb-6-35
atam-315-rb;pnevmaticheskaya-vintovka-ataman-tactical-carbine-type-2-m2r-315-rb-5-5
atam-316-rb;pnevmaticheskaya-vintovka-ataman-tactical-carbine-type-2-m2r-316-rb-6-35
atam-334-rb;pnevmaticheskaya-vintovka-ataman-tactical-carbine-type-2-m2r-334-rb-4-5
atam-415-rb;pnevmaticheskaya-vintovka-ataman-bullpup-m2r-415-rb-5-5
atam-416-rb;pnevmaticheskaya-vintovka-ataman-bullpup-m2r-416-rb-6-35
atam-425-rb;pnevmaticheskaya-vintovka-ataman-bullpup-m2r-425-rb-5-5
atam-h426-rb;pnevmaticheskaya-vintovka-ataman-bullpup-m2r-h426-rb-6-35
atam-ft-1514-rb;pnevmaticheskaya-vintovka-ataman-m2r-ft-1514-rb-4-5
atam-156-rb;pnevmaticheskaya-vintovka-ataman-carbine-m2r-156-rb-6-35
ataman-435c-rb;pnevmaticheskaya-vintovka-ataman-bullpup-m2r-435c-rb-5-5
atam-466c-rb;pnevmaticheskaya-vintovka-ataman-bullpup-m2r-466c-rb-6-35
atam-816-rb;pnevmaticheskaya-vintovka-ataman-bullpup-m2r-816-rb-6-35
atam-725-rb;pnevmaticheskaya-vintovka-ataman-ultra-c-m2r-725-rb-5-5
atam-735-rb;pnevmaticheskaya-vintovka-ataman-ultra-c-m2r-735-rb-5-5
atam-745-rb;pnevmaticheskaya-vintovka-ataman-ultra-c-m2r-745-rb-5-5
atam-745x-rb;pnevmaticheskaya-vintovka-ataman-ultra-c-m2r-745x-rb-limited-edition-5-5
atam-244-rb;pnevmaticheskaya-vintovka-ataman-tactical-carbine-type-1-m2r-244-rb-4-5
atam-245-rb;pnevmaticheskaya-vintovka-ataman-tactical-carbine-type-1-m2r-245-rb-5-5-
atam-246-rb;pnevmaticheskaya-vintovka-ataman-tactical-carbine-type-1-m2r-246-rb-6-35
atam-344-rb;pnevmaticheskaya-vintovka-ataman-tactical-carbine-type-2-m2r-344-rb-4-5
atam-345-rb;pnevmaticheskaya-vintovka-ataman-tactical-carbine-type-2-m2r-345-rb-5-5
atam-346-rb;pnevmaticheskaya-vintovka-ataman-tactical-carbine-type-2-m2r-346-rb-6-35
atam-444-rb;pnevmaticheskaya-vintovka-ataman-bullpup-m2r-444-rb-4-5
atam-445-rb;pnevmaticheskaya-vintovka-ataman-bullpup-m2r-445-rb-5-5
atam-446-rb;pnevmaticheskaya-vintovka-ataman-bullpup-m2r-446-rb-6-35
atam-445c-rb;pnevmaticheskaya-vintovka-ataman-bullpup-m2r-445c-rb-5-5
atam-446c-rb;pnevmaticheskaya-vintovka-ataman-bullpup-m2r-446c-rb-6-35
atam-ml15-c15-rb;pnevmaticheskaya-vintovka-ataman-carbine-ml15-c15-rb-5-5
atam-886-rb;pnevmaticheskaya-vintovka-ataman-bullpup-m2r-886-rb-6-35
atam-436c-rb;pnevmaticheskaya-vintovka-ataman-bullpup-m2r-436c-rb-6-35
atam-436-rb;pnevmaticheskaya-vintovka-ataman-bullpup-m2r-436-rb-6-35
d-340-n-tec;pnevmaticheskaya-vintovka-diana-340-n-tec-classic
d-340-n-tec-cla;pnevmaticheskaya-vintovka-diana-340-n-tec-classic-professional-bez-optiki
d-340-n-tec-pro;pnevmaticheskaya-vintovka-diana-340-n-tec-classic-professional-s-optikoy
d-340-n-com;pnevmaticheskaya-vintovka-diana-340-n-tec-classic-compact
d-340-n-t-lux;pnevmaticheskaya-vintovka-diana-340-n-tec-luxus
d-340-n-pre;pnevmaticheskaya-vintovka-diana-340-n-tec-premium
asg-d-w-25-bl;pnevmaticheskiy-pistolet-asg-dan-wesson-2-5-black
mr-654-k;pnevmaticheskiy-pistolet-mr-654k
coli-so-to;colibri-soft-touch-kal-5-5
ap16-bcw-55;ataman-air-pistol-ap16-b-c-w-5-5
ap16-bcm-55;ataman-air-pistol-ap16-b-c-m-5-5
ap16-bsw-55;ataman-air-pistol-ap16-b-s-w-5-5
ap16-bsm-55;ataman-air-pistol-ap16-b-s-m-5-5
atam-646-rb-sl;ataman-tactical-carbine-type-4-m2r-646-rb-sl
atam-515c-rb;ataman-tactical-carbine-type-3-m2r-515c-rb
ap16-bcw-45;pnevmaticheskiy-pistolet-ataman-air-pistol-ap16-b-c-w-4-5
ap16-bcm-45;pnevmaticheskiy-pistolet-ataman-air-pistol-ap16-b-c-m-4-5
ap16-bsw-45;pnevmaticheskiy-pistolet-ataman-air-pistol-ap16-b-s-w-4-5
ap16-bsm-45;pnevmaticheskiy-pistolet-ataman-air-pistol-ap16-b-s-m-4-5
eva-max-ml;evanix-max-ml-shb-black-synthetic
ap16-bcw-55;ataman-air-pistol-ap16-bcw-5-5
atam-615-rb;ataman-615-rb-5-5mm
atam-616c-rb;ataman-616c-rb
glet-ngt-f-nag;gletcher-ngt-f-nagan
atam-416-sl;ataman-m2r-416-sl
atam-715-sl;ataman-m2r-715-sl
ed-les;edgun-leshiy-5-5
edg-lhiy;edgun-leshiy-6-35
atam-316-sl;ataman-m2r-316-sl
atam-116-sl;ataman-m2r-116-sl
atam-416c-sl;ataman-m2r-416c-sl
g-d-fox-gt-3;gamo-delta-fox-gt-3j
glet-tar92;gletcher-tar92
atam-336-rb-sl;ataman-336-rb-sl
asg-cz-75d-pod;pnevmaticheskiy-pistolet-asg-cz-75-d-compact-podvizhnyy-plastikovyy-zatvor
atam-116x-rb;ataman-116x-rb
atam-216-rb-sl;ataman-216-rb-sl
atam-616-rb-sl;ataman-616-rb-sl
g-b-bear;pnevmaticheskaya-vintovka-gamo-black-bear-plastik
atam-826-sl;ataman-826-sl
mr-661k-02;mr-661k-02-s-uskoritelem
atam-725-sl;ataman-725-sl
atam-816-sl;ataman-816-sl
atam-115-sl;ataman-carbine-115-sl
g-big-cat-cf-3;gamo-big-cat-cf-3-j
atam-415-sl;ataman-m2r-415-sl
atam-626c-sl;ataman-m2r-626c-sl
ed-sta-plas;edgun-5-5-mm-standart-plast
atam-m-1614-sl;ataman-1614-sl-4-5
edg-mata;edgun-6-35-standart-soft-touch
edg-mat-pla;edgun-6-35-standart-plastik
asg-m11-gnb;asg-ingram-m11-gnb
cros-p-1377;crosman-p1377
ap16-ssm-5;ataman-ap16-ssm-silver-5-5
asg-dan-wes-6;asg-dan-wesson-6
asg-x9-clas;asg-x9-classic
stal-s92-me-ber;pnevmaticheskiy-pistolet-stalker-s92me-beretta-92
ocel-5-5;ocelot-5-5
cyb-sa-941;cybergun-sa-941
cyb-tan-lim-cust;cybergun-tanfoglio-limited-custom
cyb-t-gold-c-eric;cybergun-tanfoglio-gold-custom-eric
cyb-pm;cybergun-pm-makarov
atam-scm-s-55;ataman-s-c-m-silver-5-5
mr-654k-20;mr-654k-20-derevo
atam-116c-rb;ataman-m2r-116c-rb
atam-815-sl;ataman-m2r-815-sl
atam-426-sl;ataman-m2r-426-sl
asg-dan-25-pul;asg-dan-wesson-25-silver-pul
asg-dan-715-6s;asg-dan-wesson-715-6-silver
asg-715-6st-g-p;asg-715-6-steel-grey-pul
asg-d-wes-8p;asg-dan-wesson-8-pulevoy
eva-h-m-ar4;evanix-hunting-master-ar4-shb
ev-sni-k-shb;evanix-sniper-k-shb
eva-s-x2;evanix-sniper-x2-shb
eva-sni-x2k;evanix-sniper-x2k-shb
eve-sp-shb;evanix-speed-shb-black
atam-216-rb;ataman-216-rb-6-35
atam-215-rb;ataman-215-rb-5-5
atam-626-sl;ataman-626-sl-6-35
mr-661k-04;mr-661k-04-drozd
g-cfx-igt-3;gamo-cfx-igt-combo-3-dzh
asg-cz-09-fde;asg-cz-p-09-dt-fde
asg-dan-715-4;asg-dan-wesson-715-4-silver
atam-886-sl;ataman-bullpup-m2r-886-sl
atam-1484-rb-sl;ataman-m2-1484-rb-sl-4-5-bez-dioptrich
c-cst8m22xkt-3;pnevmaticheskaya-vintovka-crosman-cst8m22xkt-3j
glet-ngt-r;gletcher-ngt-r
atam-na17_51w;ataman_maestro_na17_51w_5_5
atam_na17_51p;ataman_maestro_na17_51p
atam-826c-sl;ataman-bullpup-826c-sl
atam-435-sl;ataman-bullpup-m2r-435-sl
um-nxg-apx;pnevmaticheskaya-vintovka-umarex-nxg-apx
atam-516-sl;pnevmaticheskaya-vintovka-ataman-tactical-carbine-type-3-m2r-516-sl-6-35-magazin-v-komplekte
cros-inf;inferno
cros-v-cop;pnevmaticheskaya-vintovka-crosman-vantage-copperhead
glet-ngt-r-sil;gletcher-ngt-r-silver
mr-512-20;vintovka-mr-512-20
mr-61-knop;vintovka-mr-61-s-knopkoy
swis-1911-m-rail-pist;pnevmaticheskiy-pistolet-swiss-arms-sa1911-military-rail-pistol
swis-sa-1911-ssp;swiss-arms-sa1911-ssp
ed-lel;pnevmaticheskaya-vintovka-edgun-lelya-6-35-mm
edg-les-lon;vintovka-edgun-leshiy-long-6-35
atam-625-sl;vintovka-ataman-625-sl-5-5
ed-les-long;pnevmaticheskaya-vintovka-edgun-leshiy-long-5-5-mm
atam-125-rb;pnevmaticheskaya-vintovka-ataman-carbine-m2r-125-rb-5-5
g_p_1911;g_p1911
g_p_2022;g_p2022
mr-60-plast;vintovka-mr-60-s-plast
swis-ar-prot-mini-uzi;swiss-arms-protector-mini-uzi
g-cfx-igt;gamo-cfx-igt
ap16-scw-55-k;ap16-scw-55-komp
ap16-scm-s-k;ap16-scm-silver-komp
ap16-ssm-s-55-k;ap16-ssm-silver-55-komp
ap16-bsw-55-k;ap16-bsw-55-komp
ap16-bsm-55-k;ap16-bsm-55-komp
ap16-bcw-55-k;ap16-bcw-55-komp
g-sha-x-3;gamo-shadow-x-3j
d-350-n-tec-m;pnevmaticheskaya-vintovka-diana-350-n-tec-magnum-classic
asg-sch-6;a-schofield-18911
asg-sch-6-st;asg-schofield-18912
mr-512-47;pnevmaticheskaya-vintovka-mr-512-47
sm-110-n-08-ar;sm-110-n-08-arb
sm-125-n-07-ar;sm-125-n-07-arboreal
OLD_CODE;NEW_CODE
OLD_CODE;NEW_CODE
OLD_CODE;NEW_CODE
OLD_CODE;NEW_CODE
OLD_CODE;NEW_CODE
OLD_CODE;NEW_CODE
OLD_CODE;NEW_CODE
OLD_CODE;NEW_CODE
OLD_CODE;NEW_CODE
OLD_CODE;NEW_CODE
OLD_CODE;NEW_CODE
OLD_CODE;NEW_CODE
OLD_CODE;NEW_CODE
OLD_CODE;NEW_CODE
OLD_CODE;NEW_CODE
OLD_CODE;NEW_CODE
OLD_CODE;NEW_CODE
OLD_CODE;NEW_CODE
